County,State,Population,Poverty Rate
St. Tammany Parish, Louisiana,249201,10.655655474897774
Union Parish, Louisiana,22537,21.30274659448906
Caldwell Parish, Louisiana,10000,24.71
Caddo Parish, Louisiana,251069,22.94468851192302
East Carroll Parish, Louisiana,7318,32.76851598797486
Ascension Parish, Louisiana,119129,11.604227350183415
Lafayette Parish, Louisiana,238230,16.270410947403768
Evangeline Parish, Louisiana,33750,25.04888888888889
Iberia Parish, Louisiana,73346,20.035175742371774
Lincoln Parish, Louisiana,47536,28.96962302255133
St. Bernard Parish, Louisiana,45067,19.528701710786162
St. Helena Parish, Louisiana,10509,25.873061185650396
Webster Parish, Louisiana,40043,24.216467297655022
West Baton Rouge Parish, Louisiana,25518,17.30935026255976
De Soto Parish, Louisiana,27164,26.108084229126785
Iberville Parish, Louisiana,33122,17.23325886117988
Red River Parish, Louisiana,8723,19.912874011234667
Livingston Parish, Louisiana,137096,13.099579856450955
Morehouse Parish, Louisiana,26290,26.709775580068467
Natchitoches Parish, Louisiana,39051,31.187421576912243
Orleans Parish, Louisiana,388182,24.562189900613628
Terrebonne Parish, Louisiana,113067,19.698055135450662
Catahoula Parish, Louisiana,10044,19.553962564715253
Calcasieu Parish, Louisiana,198753,16.497361046122574
Claiborne Parish, Louisiana,16296,26.15979381443299
Franklin Parish, Louisiana,20388,26.883460859329016
Avoyelles Parish, Louisiana,41095,21.567100620513443
Assumption Parish, Louisiana,22881,15.50194484506796
Jackson Parish, Louisiana,15952,23.357572718154465
East Baton Rouge Parish, Louisiana,446167,18.711155240078266
Pointe Coupee Parish, Louisiana,22271,17.25562390552737
Richland Parish, Louisiana,20619,26.999369513555457
St. Martin Parish, Louisiana,53609,17.472812400902832
Vernon Parish, Louisiana,51906,16.246676684776325
Winn Parish, Louisiana,14631,23.90814025015378
Sabine Parish, Louisiana,24145,19.213087595775523
Allen Parish, Louisiana,25667,13.706315502396073
Madison Parish, Louisiana,11616,30.914256198347108
Suffolk County, Massachusetts,780685,18.530008902438244
Barnstable County, Massachusetts,213900,7.391304347826087
Dukes County, Massachusetts,17275,8.324167872648335
Middlesex County, Massachusetts,1582857,7.928132484488492
Berkshire County, Massachusetts,127751,10.785042778530109
Bristol County, Massachusetts,557016,11.82048630559984
Hampden County, Massachusetts,469188,16.69160336581498
Plymouth County, Massachusetts,509114,7.807288740832112
Essex County, Massachusetts,775860,10.624854999613332
Franklin County, Massachusetts,70926,10.764740715675492
Norfolk County, Massachusetts,694389,6.376685114539545
Worcester County, Massachusetts,818249,10.737318346860185
Hampshire County, Massachusetts,161197,11.819078518830995
Nantucket County, Massachusetts,10912,11.042888563049853
Worcester County, Maryland,51559,10.139839795186097
Baltimore city, Maryland,619796,21.58661882296756
Somerset County, Maryland,25801,17.185380411611952
Talbot County, Maryland,37461,9.855583139798725
Harford County, Maryland,250132,7.400892328850367
Allegany County, Maryland,72591,15.037676846992051
Howard County, Maryland,312495,5.120401926430823
Prince George's County, Maryland,905161,9.095398498167729
Anne Arundel County, Maryland,564600,5.888416578108395
Baltimore County, Maryland,828637,8.877228508985237
Frederick County, Maryland,246105,7.044147823083643
Calvert County, Maryland,90824,5.630670307407733
Garrett County, Maryland,29516,11.176988751863396
Kent County, Maryland,19666,11.995321875317808
Montgomery County, Maryland,1039198,6.936599185140849
Carroll County, Maryland,167319,5.374763176925514
Queen Anne's County, Maryland,49071,6.356096268671925
St. Mary's County, Maryland,110979,7.964569873579686
Charles County, Maryland,156021,6.836259221515053
Dorchester County, Maryland,32386,15.21953930710801
Washington County, Maryland,149546,12.066521337916093
Wicomico County, Maryland,102014,15.293979257748937
Cecil County, Maryland,102416,9.308115919387596
Caroline County, Maryland,32785,16.278786030196738
Berrien County, Michigan,154948,16.69463303818055
Ogemaw County, Michigan,20979,18.380285046951713
Oscoda County, Michigan,8304,17.91907514450867
Wexford County, Michigan,32915,17.09858727024153
Crawford County, Michigan,13821,16.120396498082627
Clinton County, Michigan,77321,10.005043907864616
Dickinson County, Michigan,25694,15.00350276329104
Gratiot County, Michigan,41319,17.57060916285486
Huron County, Michigan,31750,13.436220472440946
Ingham County, Michigan,286185,19.581040236210843
Lenawee County, Michigan,98585,12.994877516863621
Mason County, Michigan,28800,15.76736111111111
Menominee County, Michigan,23389,13.219889691735432
Montcalm County, Michigan,62956,16.657665671262468
Missaukee County, Michigan,14982,15.678814577492991
St. Joseph County, Michigan,60890,15.442601412382986
St. Clair County, Michigan,159761,13.175931547749451
Van Buren County, Michigan,75190,15.604468679345658
Washtenaw County, Michigan,361509,13.720820228542028
Arenac County, Michigan,15238,18.19792623703898
Barry County, Michigan,59607,9.126444880634825
Cass County, Michigan,51397,13.43852754051793
Iron County, Michigan,11291,13.780887432468338
Benzie County, Michigan,17462,9.895773679990837
Roscommon County, Michigan,23934,19.532882092420824
Schoolcraft County, Michigan,8114,21.025388217894996
Wayne County, Michigan,1763822,23.458659660668708
Branch County, Michigan,43543,14.992076797648302
Grand Traverse County, Michigan,91222,9.473591896691588
Jackson County, Michigan,158989,14.223625533841965
Mackinac County, Michigan,10836,15.208564045773349
Genesee County, Michigan,410881,19.781883319014508
Antrim County, Michigan,23133,12.384904681623654
Houghton County, Michigan,36333,19.992843971045605
Livingston County, Michigan,186946,5.849282680560162
Iosco County, Michigan,25317,16.534344511593
Lake County, Michigan,11669,24.1837346816351
Manistee County, Michigan,24432,13.92026850032744
Montmorency County, Michigan,9290,14.854682454251884
Presque Isle County, Michigan,12854,14.711373891395674
Gladwin County, Michigan,25324,20.004738587900807
Kalamazoo County, Michigan,259830,16.157102721009892
Mecosta County, Michigan,43181,20.877237673976982
Marquette County, Michigan,67145,15.28334202099933
Newaygo County, Michigan,47899,17.54733919288503
Osceola County, Michigan,23221,20.451315619482365
Otsego County, Michigan,24247,14.63686229224234
Calhoun County, Michigan,134327,16.846948119142095
Cheboygan County, Michigan,25475,16.553483807654562
Luce County, Michigan,6406,16.250390259132065
Kent County, Michigan,636376,13.166587049165901
Macomb County, Michigan,864019,11.70066861955582
Saginaw County, Michigan,193803,17.080746944061755
Shiawassee County, Michigan,68617,12.90787997143565
Baraga County, Michigan,8580,11.153846153846153
Bay County, Michigan,105350,16.098718557190317
Charlevoix County, Michigan,26160,11.429663608562691
Eaton County, Michigan,108586,10.73342788204741
Delta County, Michigan,36395,14.166781151257041
Gogebic County, Michigan,15577,18.398921486807474
Emmet County, Michigan,32978,10.4736490993996
Chippewa County, Michigan,38023,15.217105436183363
Monroe County, Michigan,149619,11.064771185477781
Allegan County, Michigan,114145,10.661001357921942
Oakland County, Michigan,1241860,8.94392282543926
Hillsdale County, Michigan,45909,16.35844823455096
Alger County, Michigan,9254,11.56256753836179
Muskegon County, Michigan,172707,17.791403938462253
Oceana County, Michigan,26317,17.28920469658396
Leelanau County, Michigan,21564,7.6516416249304395
Lapeer County, Michigan,88205,9.553880165523497
Clare County, Michigan,30597,23.23103572245645
Sanilac County, Michigan,41535,14.842903575297942
Keweenaw County, Michigan,2136,14.372659176029963
Isabella County, Michigan,70572,24.787451113756163
Ontonagon County, Michigan,6072,15.316205533596838
Ottawa County, Michigan,280243,9.208436963635132
Tuscola County, Michigan,53569,15.50710298866882
Alcona County, Michigan,10413,14.654758474983193
Alpena County, Michigan,28730,14.639749390880613
Ionia County, Michigan,64147,12.3232575178886
Kalkaska County, Michigan,17358,18.285516764604218
Midland County, Michigan,83489,11.139191989363868
Wilkin County, Minnesota,6398,9.596748984057518
Red Lake County, Minnesota,4017,9.385113268608414
Aitkin County, Minnesota,15841,11.962628621930433
Clay County, Minnesota,62040,11.663442940038685
Faribault County, Minnesota,13966,11.14134326220822
Murray County, Minnesota,8394,8.077197998570407
Fillmore County, Minnesota,20825,11.087635054021609
Kandiyohi County, Minnesota,42577,11.113981727223619
Lake County, Minnesota,10578,9.075439591605218
Polk County, Minnesota,31564,11.921809656570776
Rock County, Minnesota,9433,10.71769320470688
Roseau County, Minnesota,15537,9.081547274248567
Sibley County, Minnesota,14888,8.456475013433637
Traverse County, Minnesota,3357,10.574918081620494
Watonwan County, Minnesota,10936,12.079370885149963
Becker County, Minnesota,33552,12.491058655221746
Hennepin County, Minnesota,1224763,11.306513994952493
Big Stone County, Minnesota,5039,11.391149037507441
Brown County, Minnesota,25243,7.70114487184566
Chippewa County, Minnesota,12040,10.855481727574752
Cass County, Minnesota,28810,15.060742797639708
Clearwater County, Minnesota,8824,17.554397098821397
Goodhue County, Minnesota,46138,10.555290649789761
Hubbard County, Minnesota,20743,10.683122017065998
Isanti County, Minnesota,38584,7.023636740617873
Jackson County, Minnesota,10104,7.57125890736342
Martin County, Minnesota,20084,11.123282214698268
Mower County, Minnesota,39386,12.821814858071395
Nobles County, Minnesota,21854,15.461700375217351
Pine County, Minnesota,29057,12.802422824104347
Olmsted County, Minnesota,151685,8.919800903187527
Cottonwood County, Minnesota,11437,15.24875404389263
Scott County, Minnesota,141463,5.5647059655174855
Dodge County, Minnesota,20485,5.662680009763242
Wabasha County, Minnesota,21490,6.01675197766403
Pipestone County, Minnesota,9229,11.583053418571893
Crow Wing County, Minnesota,63505,9.515786158570192
Norman County, Minnesota,6589,11.686143572621035
Wright County, Minnesota,131130,4.995805689010905
Nicollet County, Minnesota,33477,10.496758968844281
Douglas County, Minnesota,36891,8.302838090591202
Grant County, Minnesota,5923,10.518318419719737
Kittson County, Minnesota,4384,10.789233576642335
Le Sueur County, Minnesota,27810,8.748651564185545
Mahnomen County, Minnesota,5500,22.181818181818183
Chisago County, Minnesota,54297,5.287584949444721
Redwood County, Minnesota,15430,11.52300712896954
Yellow Medicine County, Minnesota,9930,12.235649546827794
Todd County, Minnesota,24423,12.799410391843754
Beltrami County, Minnesota,45847,17.892119440748576
Blue Earth County, Minnesota,65767,17.21380023415999
Houston County, Minnesota,18709,8.717729435031268
Lac qui Parle County, Minnesota,6840,9.181286549707602
Lake of the Woods County, Minnesota,3841,7.289768289507941
Otter Tail County, Minnesota,57790,9.257657034088943
Waseca County, Minnesota,18898,8.540586305429146
St. Louis County, Minnesota,200294,14.765295016326
Anoka County, Minnesota,344861,6.503489811837233
Stearns County, Minnesota,155300,12.441081777205408
Dakota County, Minnesota,414655,6.821092233302384
Lincoln County, Minnesota,5724,11.0062893081761
Lyon County, Minnesota,25789,13.083097444646942
Marshall County, Minnesota,9397,7.704586570181973
Mille Lacs County, Minnesota,25635,11.191730056563292
Renville County, Minnesota,14798,10.737937559129612
Washington County, Minnesota,250979,4.881284888377115
Carlton County, Minnesota,35408,11.64426118391324
Cook County, Minnesota,5270,12.884250474383302
Kanabec County, Minnesota,15948,11.412089290193128
Koochiching County, Minnesota,12776,16.718847839699436
Meeker County, Minnesota,23105,8.15840727115343
Morrison County, Minnesota,32880,11.286496350364963
Pennington County, Minnesota,14197,10.142987955201804
Rice County, Minnesota,65251,10.038160334707515
Steele County, Minnesota,36612,9.786408827706763
Sherburne County, Minnesota,92024,6.244023298270016
Wadena County, Minnesota,13626,14.509026860413915
Benton County, Minnesota,39360,13.833841463414634
Carver County, Minnesota,98799,3.9818216783570684
Freeborn County, Minnesota,30619,11.54838498971227
Itasca County, Minnesota,45237,12.275349824258903
McLeod County, Minnesota,35816,8.27563100290373
Pope County, Minnesota,10932,7.747896084888401
Ramsey County, Minnesota,537893,14.57724863495156
Stevens County, Minnesota,9759,14.899067527410596
Swift County, Minnesota,9448,11.970787468247249
Winona County, Minnesota,50992,13.431518669595231
Hancock County, Mississippi,46277,17.116494154763707
LaSalle Parish, Louisiana,14930,22.44474212993972
Sharkey County, Mississippi,4631,28.395594903908442
Tippah County, Mississippi,21993,22.429864047651524
Choctaw County, Mississippi,8360,23.89952153110048
Forrest County, Mississippi,75835,25.051757104239467
Itawamba County, Mississippi,23439,17.522078586970434
Lafayette County, Mississippi,52744,22.89549522220537
Issaquena County, Mississippi,1296,32.56172839506173
Jackson County, Mississippi,141314,15.103952899217346
Lowndes County, Mississippi,59558,20.55643238523792
Leflore County, Mississippi,30113,38.53485205725102
Tunica County, Mississippi,10276,26.722460101206696
Wilkinson County, Mississippi,9084,34.202994275649495
Claiborne County, Mississippi,9106,42.795958708543814
Harrison County, Mississippi,200491,19.878199021402455
Jefferson Davis County, Mississippi,11639,31.763897242031103
Simpson County, Mississippi,27215,26.55153408047033
Lauderdale County, Mississippi,78221,20.585264826581096
Lincoln County, Mississippi,34542,23.180475942331075
Scott County, Mississippi,28399,27.448149582731787
Winston County, Mississippi,18482,24.715939833351367
Yazoo County, Mississippi,27496,30.979051498399766
Attala County, Mississippi,18731,22.214510704180235
Benton County, Mississippi,8306,20.02167108114616
Franklin County, Mississippi,7772,17.614513638703038
Coahoma County, Mississippi,24296,35.34326638129733
Jasper County, Mississippi,16547,22.75941258234121
Jones County, Mississippi,68328,21.111403816883268
Walthall County, Mississippi,14670,25.644171779141104
Monroe County, Mississippi,35967,18.986849056079183
Pontotoc County, Mississippi,31075,16.83668543845535
Sunflower County, Mississippi,26915,27.716886494519784
Webster County, Mississippi,9868,25.10133765707337
Alcorn County, Mississippi,37242,19.295419150421566
Adams County, Mississippi,31583,31.504290282747046
Clay County, Mississippi,19990,26.193096548274138
DeSoto County, Mississippi,173267,9.68332111711982
Covington County, Mississippi,19172,22.75714583767995
Humphreys County, Mississippi,8678,39.97464853652915
Calhoun County, Mississippi,14617,26.24341520147773
Holmes County, Mississippi,18267,44.70903815623802
Amite County, Mississippi,12574,22.634006680451726
Madison County, Mississippi,102212,11.78237388956287
Marion County, Mississippi,25466,25.11584072881489
Tishomingo County, Mississippi,19476,18.330252618607517
Wayne County, Mississippi,20458,23.89774171473262
Greene County, Mississippi,13801,11.390478950800667
Marshall County, Mississippi,35981,16.764403435146328
Quitman County, Mississippi,7537,36.645880323736236
Bolivar County, Mississippi,33121,35.57259744572929
Lamar County, Mississippi,60517,16.154138506535354
Lee County, Mississippi,84840,17.05091937765205
Pike County, Mississippi,39763,31.31554460176546
Tallahatchie County, Mississippi,14552,20.66382627817482
Smith County, Mississippi,16114,18.08365396549584
Stone County, Mississippi,17981,16.656470719092376
Warren County, Mississippi,47510,23.472953062513156
Clarke County, Mississippi,16089,18.40387842625396
Kemper County, Mississippi,10082,28.81372743503273
Montgomery County, Mississippi,10309,25.259482006014164
Oktibbeha County, Mississippi,49392,26.62779397473275
Neshoba County, Mississippi,29437,21.744743010496993
Pearl River County, Mississippi,55049,17.35908009228142
Leake County, Mississippi,22936,24.267527031740496
Noxubee County, Mississippi,10942,34.04313653811003
Rankin County, Mississippi,149645,8.204751244612249
Tate County, Mississippi,28333,17.996682313909574
Washington County, Mississippi,48002,33.30486229740428
Lawrence County, Mississippi,12659,19.73299628722648
Panola County, Mississippi,34229,20.389143708551227
Perry County, Mississippi,12047,19.731053374284055
Yalobusha County, Mississippi,12426,22.17930146467085
Chickasaw County, Mississippi,17305,22.525281710488297
Carroll County, Mississippi,10221,13.736425007337834
Copiah County, Mississippi,28748,23.591206344789203
George County, Mississippi,23545,14.376725419409642
Grenada County, Mississippi,21379,23.714860377005472
Hinds County, Mississippi,243249,23.103897652200008
Jefferson County, Mississippi,7463,44.23154227522444
Newton County, Mississippi,21437,22.25591267434809
Union County, Mississippi,28202,17.924260690731153
Prentiss County, Mississippi,25389,21.46205049430856
Howell County, Missouri,40139,22.486858167866664
Carter County, Missouri,6255,14.388489208633093
Dade County, Missouri,7581,22.305764411027567
Linn County, Missouri,12248,16.321032005225344
Johnson County, Missouri,53941,14.743886839324446
Laclede County, Missouri,35488,17.465058611361588
Maries County, Missouri,8959,18.673959147226252
Phelps County, Missouri,44873,19.03594589173891
Platte County, Missouri,96899,7.1579686064871675
St. Francois County, Missouri,66248,13.79513343799058
St. Louis city, Missouri,314867,24.287079941689665
Andrew County, Missouri,17358,8.831662633944003
Butler County, Missouri,42826,21.073646850044366
Carroll County, Missouri,8909,18.127735997306093
Daviess County, Missouri,8300,12.843373493975903
Holt County, Missouri,4499,11.713714158701933
Knox County, Missouri,3976,19.793762575452718
Ripley County, Missouri,13807,23.082494386905193
Marion County, Missouri,28703,17.46507333728182
Montgomery County, Missouri,11618,15.527629540368395
Osage County, Missouri,13610,6.700955180014695
Stoddard County, Missouri,29634,16.41357899709793
Warren County, Missouri,33554,12.684031710079275
Washington County, Missouri,24968,19.020346042934957
Audrain County, Missouri,25763,15.34370997166479
Christian County, Missouri,83028,10.343498578792696
DeKalb County, Missouri,12564,9.033747214262974
Greene County, Missouri,286759,17.703018911350647
Harrison County, Missouri,8615,17.72489843296576
Lafayette County, Missouri,32655,12.497320471596998
St. Clair County, Missouri,9396,21.46658152405279
Adair County, Missouri,25437,23.363604198608325
Schuyler County, Missouri,4450,18.04494382022472
Scotland County, Missouri,4883,16.219537169772682
Sullivan County, Missouri,6382,15.49670949545597
Camden County, Missouri,44855,17.284583658455023
Clark County, Missouri,6807,15.02864698104892
Jasper County, Missouri,118522,16.94453350432831
Jefferson County, Missouri,222639,10.814367653465924
Lewis County, Missouri,10078,14.070252034133757
McDonald County, Missouri,22753,18.762361007339692
New Madrid County, Missouri,18030,23.516361619523018
Perry County, Missouri,19135,7.99581917951398
Polk County, Missouri,31347,13.746132006252592
Ralls County, Missouri,10208,13.14655172413793
Ray County, Missouri,22859,15.42937136357671
Stone County, Missouri,31529,12.68356116591075
Reynolds County, Missouri,6361,16.774092123879893
St. Louis County, Missouri,999539,9.601826441989758
Scott County, Missouri,38858,19.676771835915385
Barry County, Missouri,35398,20.173456127464828
Barton County, Missouri,11942,20.599564562049906
Boone County, Missouri,174589,17.743958668644645
Cedar County, Missouri,13862,22.211802048766412
Cole County, Missouri,76749,11.761716765039283
Crawford County, Missouri,24387,19.69491942428343
Gasconade County, Missouri,14769,11.686640937097975
Iron County, Missouri,10286,20.25082636593428
Livingston County, Missouri,15025,16.43261231281198
Macon County, Missouri,15319,16.73085710555519
Moniteau County, Missouri,15904,10.877766599597585
Oregon County, Missouri,10779,24.696168475739864
Pemiscot County, Missouri,17344,28.015452029520294
Pettis County, Missouri,42309,16.840388569807843
Ste. Genevieve County, Missouri,17882,16.40756067553965
Shannon County, Missouri,8273,30.0132962649583
Randolph County, Missouri,24987,15.03982070676752
Douglas County, Missouri,13391,20.29721454708386
Dunklin County, Missouri,30905,25.96667205953729
Franklin County, Missouri,102413,10.486949898938612
Henry County, Missouri,21834,20.719978015938445
Howard County, Missouri,10144,15.289826498422713
Jackson County, Missouri,688554,15.688820339435978
Lawrence County, Missouri,38131,16.75015079594031
Miller County, Missouri,24947,16.278510442137332
Pulaski County, Missouri,53132,10.477678235338402
Putnam County, Missouri,4846,16.673545191910854
Taney County, Missouri,54308,16.564778669809236
Texas County, Missouri,25714,23.73026366959633
Buchanan County, Missouri,89425,16.43611965334079
Caldwell County, Missouri,9046,12.823347335839046
Callaway County, Missouri,44793,11.189248320050007
Cass County, Missouri,101888,9.316111809045227
Clinton County, Missouri,20495,10.685533056843132
Cooper County, Missouri,17620,10.141884222474461
Dallas County, Missouri,16441,15.52825253938325
Gentry County, Missouri,6688,17.64354066985646
Hickory County, Missouri,9352,22.914884516680925
Lincoln County, Missouri,54800,12.996350364963504
Mississippi County, Missouri,13916,27.61569416498994
Monroe County, Missouri,8676,12.782388197325957
Newton County, Missouri,58237,12.687810155056065
Ozark County, Missouri,9328,27.326329331046313
Pike County, Missouri,18517,13.19868229194794
St. Charles County, Missouri,385115,5.546914557989172
Mercer County, Missouri,3669,17.2799127827746
Madison County, Missouri,12226,18.32978897431703
Wright County, Missouri,18304,24.546547202797203
Clay County, Missouri,236068,8.765694630360743
Vernon County, Missouri,20665,14.604403580933946
Dent County, Missouri,15566,20.416291918283438
Saline County, Missouri,23010,16.336375488917863
Nodaway County, Missouri,22744,19.51283855082659
Worth County, Missouri,2053,14.564052605942523
Chariton County, Missouri,7586,13.683100448194041
Grundy County, Missouri,10111,19.859558896251606
Morgan County, Missouri,20097,24.93406976165597
Wayne County, Missouri,13369,22.926172488593014
Bollinger County, Missouri,12347,19.745687211468372
Cape Girardeau County, Missouri,78013,16.985630600028202
Shelby County, Missouri,6084,14.77646285338593
Webster County, Missouri,37558,17.823100271579957
Atchison County, Missouri,5335,11.883786316776007
Bates County, Missouri,16405,13.995733008229198
Benton County, Missouri,18918,18.268315889628926
Custer County, Montana,11895,9.449348465741908
Hill County, Montana,16468,20.603594850619384
Chouteau County, Montana,5812,20.010323468685478
Treasure County, Montana,790,16.962025316455698
Phillips County, Montana,4139,17.68543126359024
Powder River County, Montana,1610,8.012422360248447
Lincoln County, Montana,19249,16.208634214764402
Park County, Montana,16001,13.342916067745765
Roosevelt County, Montana,11218,28.311642003922266
Blaine County, Montana,6646,32.22991272946133
Liberty County, Montana,2245,13.763919821826281
Sweet Grass County, Montana,3646,10.312671420735052
Richland County, Montana,11405,5.865848312143797
Teton County, Montana,6040,9.652317880794701
Prairie County, Montana,1325,9.81132075471698
Toole County, Montana,5031,14.331146889286424
Glacier County, Montana,13677,32.44132485194122
Fallon County, Montana,2925,5.6068376068376065
Daniels County, Montana,1788,4.530201342281879
Stillwater County, Montana,9342,6.422607578676943
Golden Valley County, Montana,747,18.20615796519411
Judith Basin County, Montana,1965,13.893129770992367
Silver Bow County, Montana,34514,18.66488961001333
Deer Lodge County, Montana,9131,17.57748329865294
Jefferson County, Montana,11625,9.79784946236559
Granite County, Montana,3206,9.731752963194012
McCone County, Montana,1728,7.349537037037037
Wheatland County, Montana,2108,19.497153700189752
Madison County, Montana,7902,10.52898000506201
Rosebud County, Montana,9292,18.887214808437367
Sheridan County, Montana,3568,11.995515695067265
Carter County, Montana,1320,11.515151515151516
Dawson County, Montana,9324,11.668811668811669
Big Horn County, Montana,13290,26.36568848758465
Broadwater County, Montana,5755,7.784535186794092
Lake County, Montana,29518,20.69584660207331
Lewis and Clark County, Montana,66290,11.176648061547745
Pondera County, Montana,6081,18.6811379707285
Yellowstone County, Montana,156332,9.871299542000358
Missoula County, Montana,114231,15.490541096549974
Ravalli County, Montana,41387,15.855220238239061
Valley County, Montana,7561,7.221267028170877
Cascade County, Montana,81816,12.723672631270167
Fergus County, Montana,11327,14.478679261940496
Garfield County, Montana,1086,5.064456721915286
Mineral County, Montana,4194,19.88555078683834
Petroleum County, Montana,453,9.933774834437086
Powell County, Montana,6852,11.10624635143024
Sanders County, Montana,11414,20.834063430874366
Wibaux County, Montana,1121,10.347903657448706
Gallatin County, Montana,100733,12.533132141403513
Meagher County, Montana,2000,15.65
Carbon County, Montana,10466,9.850945920122301
Beaverhead County, Montana,9360,15.30982905982906
Flathead County, Montana,96147,13.402394250470634
Musselshell County, Montana,4766,17.03734788082249
Garden County, Nebraska,1913,11.395713538944067
Hooker County, Nebraska,684,16.666666666666668
Morrill County, Nebraska,4903,9.055680195798491
Nemaha County, Nebraska,7041,10.666098565544667
Seward County, Nebraska,17045,8.424757993546494
Thomas County, Nebraska,643,12.441679626749611
Dakota County, Nebraska,20529,16.600906035364606
Webster County, Nebraska,3597,10.981373366694468
Antelope County, Nebraska,6406,11.379956290977209
Chase County, Nebraska,3803,7.8096239810675785
Butler County, Nebraska,8105,7.6372609500308455
Clay County, Nebraska,6264,10.887611749680715
Arthur County, Nebraska,421,10.926365795724466
Custer County, Nebraska,10836,11.729420450350682
Franklin County, Nebraska,3019,12.951308380258364
Gage County, Nebraska,21632,8.898853550295858
Hamilton County, Nebraska,9149,7.028090501694174
Loup County, Nebraska,537,8.938547486033519
Jefferson County, Nebraska,7276,10.376580538757558
Kearney County, Nebraska,6547,9.240873682602718
Keith County, Nebraska,8129,12.929019559601427
Madison County, Nebraska,35062,15.51537276823912
Perkins County, Nebraska,2904,4.71763085399449
Phelps County, Nebraska,9163,6.831823638546328
Saunders County, Nebraska,20953,8.877010451963919
Scotts Bluff County, Nebraska,36509,12.868059930428114
Wayne County, Nebraska,9409,11.712190455946434
Keya Paha County, Nebraska,720,7.638888888888889
Kimball County, Nebraska,3688,11.171366594360087
Knox County, Nebraska,8496,11.98210922787194
Lincoln County, Nebraska,35569,12.294413674829205
Merrick County, Nebraska,7829,9.694724741346276
Pierce County, Nebraska,7175,6.67595818815331
Sioux County, Nebraska,1256,12.420382165605096
Burt County, Nebraska,6546,12.083715245951726
Cass County, Nebraska,25513,6.208599537490691
Cuming County, Nebraska,9039,7.799535346830401
Dixon County, Nebraska,5765,10.147441457068517
Dundy County, Nebraska,2017,10.312345066931085
Grant County, Nebraska,682,20.234604105571847
Greeley County, Nebraska,2436,9.688013136288998
Hall County, Nebraska,61233,13.282053794522561
Hayes County, Nebraska,957,8.986415882967608
Otoe County, Nebraska,15875,9.795275590551181
Red Willow County, Nebraska,10870,11.223551057957682
Cedar County, Nebraska,8561,9.461511505665227
Dawes County, Nebraska,8972,12.58359340169416
Johnson County, Nebraska,5200,7.788461538461538
Cheyenne County, Nebraska,10012,10.767079504594486
Dawson County, Nebraska,23925,13.433646812957157
Garfield County, Nebraska,1958,6.996935648621042
McPherson County, Nebraska,432,15.972222222222221
Nance County, Nebraska,3569,11.347716447184085
Pawnee County, Nebraska,2704,20.192307692307693
Stanton County, Nebraska,6020,9.435215946843854
Valley County, Nebraska,4252,11.335841956726247
Wheeler County, Nebraska,846,2.600472813238771
Harlan County, Nebraska,3469,12.712597290285386
York County, Nebraska,13832,9.058704453441296
Blaine County, Nebraska,502,9.760956175298805
Buffalo County, Nebraska,48834,13.656468853667526
Colfax County, Nebraska,10616,7.997362471740769
Deuel County, Nebraska,1901,10.889005786428196
Hitchcock County, Nebraska,2860,13.916083916083917
Logan County, Nebraska,919,9.57562568008705
Platte County, Nebraska,32875,8.447148288973384
Polk County, Nebraska,5244,7.418001525553013
Thayer County, Nebraska,5133,10.617572569647379
Box Butte County, Nebraska,11200,10.669642857142858
Brown County, Nebraska,3058,15.696533682145192
Adams County, Nebraska,31564,11.715878849322012
Sheridan County, Nebraska,5241,15.569547796222095
Lancaster County, Nebraska,306357,13.3461941460453
Boone County, Nebraska,5357,7.11218965839089
Nuckolls County, Nebraska,4318,10.444650301065309
Rock County, Nebraska,1381,9.268645908761767
Banner County, Nebraska,728,8.928571428571429
Frontier County, Nebraska,2624,10.289634146341463
Sherman County, Nebraska,3048,10.433070866141732
Douglas County, Nebraska,549706,13.200146987662496
Richardson County, Nebraska,8045,16.022374145431947
Howard County, Nebraska,6385,10.117462803445575
Holt County, Nebraska,10293,8.734091129894102
Furnas County, Nebraska,4814,13.211466555878687
Gosper County, Nebraska,2019,5.596830113917781
Saline County, Nebraska,14325,10.778359511343805
Sarpy County, Nebraska,175188,5.225814553508231
Thurston County, Nebraska,7055,30.106307583274273
Washington County, Nebraska,20414,9.596355442343489
Boyd County, Nebraska,2049,9.614446071254271
Cherry County, Nebraska,5792,8.89157458563536
Dodge County, Nebraska,36576,12.787073490813649
Fillmore County, Nebraska,5603,9.477065857576298
Cheshire County, New Hampshire,76109,9.587565202538464
Merrimack County, New Hampshire,147958,7.366279619892132
Grafton County, New Hampshire,89280,10.072804659498209
Rockingham County, New Hampshire,302479,4.761322273612383
Belknap County, New Hampshire,60383,8.977692396866669
Sullivan County, New Hampshire,43073,9.177442945696841
Hillsborough County, New Hampshire,406371,8.385440890221005
Strafford County, New Hampshire,126552,8.792433150009483
Coos County, New Hampshire,32119,12.419440206731219
Carroll County, New Hampshire,47524,9.075414527396683
Churchill County, Nevada,24022,13.508450586961951
Douglas County, Nevada,47632,9.756046355391334
Lander County, Nevada,5887,13.06268048241889
Pershing County, Nevada,6661,10.644047440324275
Esmeralda County, Nevada,1102,6.805807622504537
Eureka County, Nevada,1728,10.011574074074074
Humboldt County, Nevada,17088,8.982911985018726
Mineral County, Nevada,4471,19.995526727801387
White Pine County, Nevada,9858,11.077297626293365
Elko County, Nevada,52377,11.323672604387422
