County,State,Population,Poverty Rate
Charlton County, Georgia,12963,20.97508292833449
Clinch County, Georgia,6788,38.90689451974072
Bartow County, Georgia,102623,14.048507644485154
Douglas County, Georgia,140152,14.049032479022776
Grady County, Georgia,25048,25.08783136378154
Jeff Davis County, Georgia,14999,20.528035202346825
Montgomery County, Georgia,8962,17.77505021200625
Oglethorpe County, Georgia,14654,17.353623584004367
Randolph County, Georgia,7206,33.98556758257008
Rockdale County, Georgia,88482,16.084627381840374
Ware County, Georgia,35688,23.088993499215423
Wayne County, Georgia,29833,19.652733550095533
Wheeler County, Georgia,7952,22.38430583501006
Wilcox County, Georgia,8896,16.760341726618705
Baldwin County, Georgia,45527,25.50135084675028
Banks County, Georgia,18363,14.31683276153134
Bulloch County, Georgia,73742,27.329066203791598
Clarke County, Georgia,123554,31.255969049970055
Hawaii County, Hawaii,196325,17.16694256971858
Honolulu County, Hawaii,990060,8.774013696139628
Maui County, Hawaii,164094,9.840091654783235
Kauai County, Hawaii,71093,9.030424936350977
Kalawao County, Hawaii,86,11.627906976744185
Oneida County, Idaho,4284,12.488328664799253
Cassia County, Idaho,23472,14.455521472392638
Gem County, Idaho,16850,20.504451038575667
Lincoln County, Idaho,5296,11.348187311178247
Valley County, Idaho,10104,10.312747426761678
Adams County, Idaho,3946,13.710086163203243
Franklin County, Idaho,13120,12.202743902439025
Nez Perce County, Idaho,40014,13.94262008297096
Jerome County, Idaho,23039,16.02934155128261
Kootenai County, Idaho,150128,12.434722370244058
Lewis County, Idaho,3824,15.036610878661088
Minidoka County, Idaho,20448,17.718114241001565
Twin Falls County, Idaho,82248,14.165693998638265
Owyhee County, Idaho,11384,23.03232607167955
Blaine County, Idaho,21583,14.733818282907844
Boise County, Idaho,6968,11.222732491389207
Boundary County, Idaho,11323,18.0164267420295
Butte County, Idaho,2613,15.92039800995025
Caribou County, Idaho,6862,9.224715826289712
Gooding County, Idaho,15110,15.830575777630708
Ada County, Idaho,435117,11.60009836434798
Bannock County, Idaho,84113,17.17332635858904
Bear Lake County, Idaho,5942,14.355435880175024
Bingham County, Idaho,45369,13.015495161894686
Bonneville County, Idaho,110404,11.70156878373972
Camas County, Idaho,886,22.34762979683973
Canyon County, Idaho,207027,16.815198017649873
Clearwater County, Idaho,8533,12.281729755068557
Jefferson County, Idaho,27410,9.470995986866107
Latah County, Idaho,38697,20.621753624311964
Custer County, Idaho,4141,18.66698865008452
Lemhi County, Idaho,7755,16.840747904577693
Payette County, Idaho,22839,15.184552738736372
Benewah County, Idaho,9050,15.668508287292818
Bonner County, Idaho,41855,13.742683072512245
Clark County, Idaho,1055,24.170616113744074
Elmore County, Idaho,26232,14.42131747483989
Fremont County, Idaho,12889,11.311971448521996
Madison County, Idaho,38241,31.311942679323238
Shoshone County, Idaho,12490,17.133706965572458
Idaho County, Idaho,16275,12.93394777265745
Teton County, Idaho,10776,8.240534521158128
Power County, Idaho,7667,11.464718925264119
Washington County, Idaho,9996,15.496198479391756
Hancock County, Illinois,18264,11.10928602715725
Madison County, Illinois,266153,13.18752747479833
Grundy County, Illinois,50333,9.276220372320347
Kankakee County, Illinois,110801,14.49355150224276
Mercer County, Illinois,15794,11.17512979612511
DuPage County, Illinois,931826,6.6801098059079695
Sangamon County, Illinois,198134,15.316906739883109
Alexander County, Illinois,6776,32.64462809917355
Menard County, Illinois,12416,11.163015463917526
Randolph County, Illinois,32829,10.755734259343873
Morgan County, Illinois,34442,13.387724290110912
Cook County, Illinois,5238541,15.683221721467866
Ogle County, Illinois,51619,10.959142951238885
Macon County, Illinois,107587,16.02981772890777
Stephenson County, Illinois,45839,15.824952551320928
Wayne County, Illinois,16569,15.65574265194037
White County, Illinois,14186,13.471027773861554
Woodford County, Illinois,38942,7.17220481742078
Franklin County, Illinois,39302,19.42649229046868
Henderson County, Illinois,6927,11.173668254655695
McDonough County, Illinois,31597,19.66009431275121
McHenry County, Illinois,308043,7.251909635992377
McLean County, Illinois,173231,13.917832258660402
Moultrie County, Illinois,14711,11.827883896404051
Perry County, Illinois,21467,12.884893091722178
Pike County, Illinois,15930,14.318895166352794
Pope County, Illinois,4360,12.178899082568808
Rock Island County, Illinois,146205,14.087753496802435
St. Clair County, Illinois,264433,16.781566597209878
Shelby County, Illinois,21906,12.005843147995982
Wabash County, Illinois,11568,12.949515905947441
Champaign County, Illinois,207946,19.758975887970916
Calhoun County, Illinois,4897,12.272820093935062
Cumberland County, Illinois,10899,14.065510597302504
Ford County, Illinois,13470,15.174461766889383
Jo Daviess County, Illinois,22046,7.5206386646103605
Kane County, Illinois,529402,10.305590080883714
Kendall County, Illinois,122933,5.603865520242734
Lawrence County, Illinois,16457,13.89074557938871
Brown County, Illinois,6791,8.202032101310557
Marion County, Illinois,38305,17.38415350476439
Marshall County, Illinois,11925,10.0125786163522
Mason County, Illinois,13904,13.64355581127733
Iroquois County, Illinois,28457,15.16674280493376
Christian County, Illinois,33562,12.01656635480603
Clay County, Illinois,13393,13.75345329649817
Gallatin County, Illinois,5226,16.494450822809032
Jackson County, Illinois,59115,25.881755899517888
Monroe County, Illinois,33739,5.278757520969798
Peoria County, Illinois,186145,15.44333718337855
Union County, Illinois,17267,16.621300747089826
Winnebago County, Illinois,287512,15.01119953254125
Piatt County, Illinois,16433,5.403760725369683
Pulaski County, Illinois,5691,16.974169741697416
Schuyler County, Illinois,7181,21.041637654922713
Stark County, Illinois,5551,13.745271122320302
Edgar County, Illinois,17603,15.082656365392262
Bond County, Illinois,17034,14.083597510860631
Boone County, Illinois,53638,10.47205339498117
Bureau County, Illinois,33619,12.418572830839704
Carroll County, Illinois,14704,11.112622415669206
Coles County, Illinois,52540,19.43661971830986
Crawford County, Illinois,19214,10.70053086291246
Jersey County, Illinois,22215,9.043439117713257
Putnam County, Illinois,5771,8.78530583954254
De Witt County, Illinois,16176,13.031651829871414
Fayette County, Illinois,21980,16.2147406733394
Lee County, Illinois,34670,10.669166426305162
Logan County, Illinois,29488,7.891345632121541
Macoupin County, Illinois,45960,12.972149695387293
Richland County, Illinois,15953,14.718234814768381
Saline County, Illinois,24430,20.139173147769135
Washington County, Illinois,14260,9.565217391304348
Montgomery County, Illinois,29173,13.423370925170534
Whiteside County, Illinois,56823,10.92339369621456
Adams County, Illinois,66787,12.746492580891491
Clinton County, Illinois,37640,8.501594048884165
DeKalb County, Illinois,104473,17.175729614350118
Edwards County, Illinois,6570,11.354642313546423
Jasper County, Illinois,9608,12.146128226477934
Jefferson County, Illinois,38358,17.553052818186558
Vermilion County, Illinois,79207,18.99200828209628
Will County, Illinois,687727,7.291992316718698
Williamson County, Illinois,67477,14.680557819701528
Clark County, Illinois,15924,14.016578749058025
Douglas County, Illinois,19830,11.99697428139183
Effingham County, Illinois,34164,11.116965226554267
Fulton County, Illinois,35733,14.401253743038648
Greene County, Illinois,13311,17.324017729697243
Hamilton County, Illinois,8259,13.730475844533236
Hardin County, Illinois,4161,16.246094688776736
Henry County, Illinois,49649,12.304376724606739
Johnson County, Illinois,12899,11.411737343980153
Knox County, Illinois,51374,16.625141121968312
Lake County, Illinois,704476,8.268699004650266
Livingston County, Illinois,36812,12.40084754971205
Massac County, Illinois,14594,18.055365218582978
Scott County, Illinois,5109,14.44509688784498
Tazewell County, Illinois,134695,7.836964994988678
Cass County, Illinois,12880,12.934782608695652
Warren County, Illinois,17429,12.840667852429858
Monroe County, Indiana,144436,22.1371403251267
Fountain County, Indiana,16620,12.316486161251504
Elkhart County, Indiana,202924,13.528217460724212
Starke County, Indiana,22966,16.62457545937473
Crawford County, Indiana,10598,17.46555953953576
Cass County, Indiana,38248,13.517046642961724
Greene County, Indiana,32431,12.685393604884215
Marion County, Indiana,939964,19.396168363894787
Wayne County, Indiana,66972,17.510302813115928
Grant County, Indiana,67615,17.56710789026104
LaSalle County, Illinois,111151,13.150578942159765
Clay County, Indiana,26375,13.588625592417062
Hendricks County, Indiana,158170,4.95163431750648
Dubois County, Indiana,42379,9.792585950588736
Franklin County, Indiana,22835,9.844536895117145
Hancock County, Indiana,72776,6.921237770693636
Jackson County, Indiana,43779,15.189931245574362
Howard County, Indiana,82457,16.250894405568964
Ohio County, Indiana,5911,4.872272035188631
Owen County, Indiana,20957,15.41251133272892
Parke County, Indiana,17062,12.618684796624077
Randolph County, Indiana,25203,16.700392810379718
Whitley County, Indiana,33481,9.309757773065321
Benton County, Indiana,8685,14.634427173287277
Brown County, Indiana,15007,10.435130272539482
Clinton County, Indiana,32455,12.90093976274842
Putnam County, Indiana,37543,9.844711397597422
Union County, Indiana,7225,8.069204152249135
Washington County, Indiana,27807,13.104613946128673
Daviess County, Indiana,32777,12.765048662171644
Dearborn County, Indiana,49564,9.936647566782343
Henry County, Indiana,48649,14.90883676951222
Knox County, Indiana,37763,14.596297963615179
Lawrence County, Indiana,45669,11.2767960761129
Madison County, Indiana,129641,16.548777007273934
Perry County, Indiana,19229,13.152009984918612
Pike County, Indiana,12471,10.424184107128537
Pulaski County, Indiana,12761,13.031894052190268
Posey County, Indiana,25599,9.36755342005547
Steuben County, Indiana,34459,9.649148263153313
Warren County, Indiana,8269,9.215140887652678
Vermillion County, Indiana,15644,13.20634108923549
Wells County, Indiana,27832,10.818482322506467
Floyd County, Indiana,76481,10.596095762346204
Allen County, Indiana,367747,14.467555139810793
Decatur County, Indiana,26480,11.16691842900302
Delaware County, Indiana,115938,19.85371491659335
Miami County, Indiana,36035,14.882752879145276
Jefferson County, Indiana,32293,12.556900876350912
Jennings County, Indiana,27840,13.70330459770115
Johnson County, Indiana,149359,9.252873948004472
Morgan County, Indiana,69533,11.610314526915278
Gibson County, Indiana,33596,10.408977259197524
Newton County, Indiana,14056,13.745019920318725
Orange County, Indiana,19623,14.737807674667483
St. Joseph County, Indiana,268613,16.38156008830548
Kosciusko County, Indiana,78720,10.924796747967479
Marshall County, Indiana,46752,11.34069130732375
Switzerland County, Indiana,10617,19.44993877743242
Vanderburgh County, Indiana,181831,17.327078440969913
Blackford County, Indiana,12214,12.559358113640085
Carroll County, Indiana,19994,10.078023407022107
Scott County, Indiana,23722,13.481156732147374
Harrison County, Indiana,39450,12.686945500633714
Huntington County, Indiana,36520,11.108981380065718
LaPorte County, Indiana,110839,15.268993765732278
Wabash County, Indiana,31848,12.537678975131877
White County, Indiana,24279,9.646196301330368
Jasper County, Indiana,33448,8.664195168619948
Jay County, Indiana,21107,17.553418297247358
Martin County, Indiana,10219,13.014972110774048
Porter County, Indiana,167391,10.725785735194844
Shelby County, Indiana,44339,10.426486840027966
Ripley County, Indiana,28372,10.277738615536444
Spencer County, Indiana,20610,9.52935468219311
Sullivan County, Indiana,20900,14.038277511961722
Tipton County, Indiana,15290,9.247874427730542
Tippecanoe County, Indiana,186081,19.11801849732106
Vigo County, Indiana,107723,18.224520297429518
Warrick County, Indiana,61581,7.560773615238467
Hamilton County, Indiana,309687,4.947576101031041
DeKalb County, Indiana,42524,12.374188693443703
LaGrange County, Indiana,38720,9.010847107438016
Bartholomew County, Indiana,81024,12.181575829383887
Rush County, Indiana,16765,18.05547271100507
Boone County, Indiana,63013,6.062241124847254
Fulton County, Indiana,20296,13.081395348837209
Lake County, Indiana,488694,16.54389045087519
Montgomery County, Indiana,38288,9.752402841621397
Noble County, Indiana,47421,9.057168764893191
Adams County, Indiana,35018,18.41338740076532
Clark County, Indiana,114893,9.557588364826403
Fayette County, Indiana,23426,17.877571928626313
Delaware County, Iowa,17326,9.061526030243565
Jefferson County, Iowa,17945,13.987183059348007
Wayne County, Iowa,6405,15.628415300546449
Allamakee County, Iowa,13940,11.119081779053085
Linn County, Iowa,220008,9.217846623759137
Scott County, Iowa,171493,12.020898812196416
Dallas County, Iowa,80864,5.373219232291254
O'Brien County, Iowa,13944,9.523809523809524
Benton County, Iowa,25646,8.508149419012712
Butler County, Iowa,14822,9.236270408851707
Dubuque County, Iowa,96571,11.443393979559081
Fremont County, Iowa,6985,10.708661417322835
Hamilton County, Iowa,15201,9.223077429116506
Pocahontas County, Iowa,6972,12.880091795754446
Taylor County, Iowa,6214,10.749919536530415
Union County, Iowa,12497,13.45923021525166
Van Buren County, Iowa,7308,13.875205254515599
Worth County, Iowa,7502,9.877366035723806
Ringgold County, Iowa,4986,10.389089450461292
Adams County, Iowa,3785,11.043593130779392
Adair County, Iowa,7192,9.190767519466073
Audubon County, Iowa,5711,10.751181929609526
Chickasaw County, Iowa,12140,8.813838550247118
Clarke County, Iowa,9267,15.04262436603
Davis County, Iowa,8834,13.53860086031243
Dickinson County, Iowa,17000,7.976470588235294
Ida County, Iowa,6965,10.064608758076094
Johnson County, Iowa,144425,16.635624026311234
Keokuk County, Iowa,10223,11.053506798395775
Monroe County, Iowa,7912,10.692618806875632
Tama County, Iowa,17236,11.417962404270133
Wapello County, Iowa,35321,16.596359106480563
Sioux County, Iowa,34692,7.333102732618471
Franklin County, Iowa,10326,15.359287236103041
Calhoun County, Iowa,9814,14.071734257183616
Carroll County, Iowa,20428,10.049931466614451
Cedar County, Iowa,18368,5.357142857142857
Cerro Gordo County, Iowa,43134,11.065516761719293
Floyd County, Iowa,15904,15.329476861167002
Greene County, Iowa,9046,9.860711916869334
Hardin County, Iowa,17239,7.622251870758165
Louisa County, Iowa,11238,10.873820964584446
Lucas County, Iowa,8600,9.627906976744185
Lyon County, Iowa,11745,4.819071945508727
Winnebago County, Iowa,10545,9.464201043148412
Palo Alto County, Iowa,9110,6.783754116355653
Shelby County, Iowa,11772,8.537206931702345
Appanoose County, Iowa,12547,16.80082888339842
Henry County, Iowa,19865,11.351623458343822
Iowa County, Iowa,16231,9.58043250569897
Jasper County, Iowa,36789,8.619424284432847
Page County, Iowa,15393,12.752549860326122
Winneshiek County, Iowa,20575,7.071688942891859
Poweshiek County, Iowa,18428,9.642934664640764
Pottawattamie County, Iowa,93287,10.924351731752548
Marshall County, Iowa,40476,10.924992588200414
Clayton County, Iowa,17711,10.197052679125967
Boone County, Iowa,26381,9.19601228156628
Bremer County, Iowa,24741,7.19857726041793
Buena Vista County, Iowa,20369,13.029603809710835
Howard County, Iowa,9321,11.275614204484498
Emmet County, Iowa,9661,12.54528516716696
Guthrie County, Iowa,10664,9.968117029257314
Hancock County, Iowa,10971,8.896180840397411
Humboldt County, Iowa,9586,12.789484665136658
Madison County, Iowa,15720,7.201017811704834
Marion County, Iowa,33127,8.850786367615541
Washington County, Iowa,22095,8.974881194840462
Wright County, Iowa,12864,12.32120646766169
Cass County, Iowa,13327,14.782021460193592
Cherokee County, Iowa,11577,11.28962598255161
Crawford County, Iowa,17131,18.30599497986107
Des Moines County, Iowa,39876,15.009027986758953
Fayette County, Iowa,20139,12.274690898257113
Harrison County, Iowa,14196,10.228233305156381
Kossuth County, Iowa,15166,9.811420282210207
Mills County, Iowa,14933,9.00020089734146
Monona County, Iowa,8865,14.483925549915398
Muscatine County, Iowa,42923,10.348764065885423
Osceola County, Iowa,6149,11.20507399577167
Polk County, Iowa,467235,11.465322589275203
Webster County, Iowa,36945,14.99255650290973
Story County, Iowa,95888,19.62915067578842
Woodbury County, Iowa,102397,13.6420012305048
Black Hawk County, Iowa,132960,15.26173285198556
Grundy County, Iowa,12354,5.641897361178565
Jackson County, Iowa,19409,11.814106857643361
Jones County, Iowa,20468,8.525503224545632
Lee County, Iowa,34785,15.822912174787984
Mitchell County, Iowa,10663,8.159054675044546
Montgomery County, Iowa,10239,16.144154702607675
Warren County, Iowa,48630,5.969566111453835
Sac County, Iowa,9936,9.188808373590982
Mahaska County, Iowa,22301,13.97246760234967
Plymouth County, Iowa,25027,8.99428617093539
Buchanan County, Iowa,21101,7.682100374389839
Clay County, Iowa,16387,11.466406297674986
Clinton County, Iowa,47587,12.806018450417131
Decatur County, Iowa,8105,17.31030228254164
Smith County, Kansas,3693,13.078797725426483
Grant County, Kansas,7716,9.914463452566096
Jackson County, Kansas,13322,9.720762648251013
Kingman County, Kansas,7576,7.497360084477297
Logan County, Kansas,2790,8.817204301075268
Cherokee County, Kansas,20501,13.45788010340959
Nemaha County, Kansas,10095,10.430906389301635
Pottawatomie County, Kansas,23188,9.517854062446093
Wyandotte County, Kansas,163227,21.22259185061295
Butler County, Kansas,66260,10.330516148505886
Clay County, Kansas,8203,9.228331098378641
Lincoln County, Kansas,3121,8.010253123998718
Saline County, Kansas,55334,12.287201359019772
Sumner County, Kansas,23336,11.53153925265684
Trego County, Kansas,2899,4.69127285270783
Wabaunsee County, Kansas,6918,5.98438855160451
Wilson County, Kansas,8858,16.26778053736735
Woodson County, Kansas,3178,20.201384518565135
Mitchell County, Kansas,6230,14.157303370786517
Ness County, Kansas,3001,8.66377874041986
Osborne County, Kansas,3684,15.01085776330076
Atchison County, Kansas,16466,17.053321996841976
Bourbon County, Kansas,14757,16.97499491766619
Finney County, Kansas,37097,15.941989918322236
Hamilton County, Kansas,2621,9.347577260587562
Kiowa County, Kansas,2524,8.082408874801901
Leavenworth County, Kansas,79359,8.360740432717146
Shawnee County, Kansas,178392,12.835777389120588
Sherman County, Kansas,5999,16.152692115352558
Stanton County, Kansas,2107,10.678690080683436
Thomas County, Kansas,7847,10.539059513189754
Meade County, Kansas,4295,11.804423748544819
Montgomery County, Kansas,33463,16.991901503152736
Morris County, Kansas,5605,9.5985727029438
Pratt County, Kansas,9670,10.423991726990693
Rawlins County, Kansas,2520,8.452380952380953
Rooks County, Kansas,5148,10.81973581973582
Anderson County, Kansas,7840,13.380102040816327
Clark County, Kansas,2089,8.61656294877932
Ellsworth County, Kansas,6331,9.761491075659453
Geary County, Kansas,35796,14.504413900994525
Harper County, Kansas,5746,16.289592760180994
Ford County, Kansas,34658,15.872237290091753
Russell County, Kansas,6987,13.52511807642765
Lyon County, Kansas,33302,17.779712930154346
Marshall County, Kansas,9859,8.722994218480576
Pawnee County, Kansas,6776,6.537780401416765
Allen County, Kansas,12752,13.590025094102886
Cheyenne County, Kansas,2677,11.094508778483377
Comanche County, Kansas,1741,7.696726019529006
Cowley County, Kansas,35732,15.062129183924773
Elk County, Kansas,2581,13.289422704378149
Gove County, Kansas,2632,8.814589665653495
Franklin County, Kansas,25599,12.102035235751396
Harvey County, Kansas,34683,10.800680448634777
Hodgeman County, Kansas,1875,8.213333333333333
Jewell County, Kansas,2963,13.90482618967263
Kearny County, Kansas,3931,12.668532180106842
Rice County, Kansas,9868,15.210782326712607
Stafford County, Kansas,4251,13.902611150317572
McPherson County, Kansas,28792,7.234648513475966
Osage County, Kansas,15894,12.614823203724676
Greeley County, Kansas,1210,11.239669421487603
Coffey County, Kansas,8328,11.107108549471661
Crawford County, Kansas,39099,20.074682216936495
Ellis County, Kansas,28877,16.036984451293417
Greenwood County, Kansas,6227,12.20491408382849
Labette County, Kansas,20553,17.42324721451856
Linn County, Kansas,9602,17.225578004582378
Sedgwick County, Kansas,510484,14.47645763628243
Seward County, Kansas,22948,18.32403695311138
Republic County, Kansas,4705,11.413390010626992
Graham County, Kansas,2561,12.02655212807497
Johnson County, Kansas,578797,5.5748388467804775
Douglas County, Kansas,117806,17.348012834660373
Sheridan County, Kansas,2497,4.765718862635162
Miami County, Kansas,32976,7.557011159631247
Gray County, Kansas,6004,8.361092604930047
Wallace County, Kansas,1591,10.433689503456945
Chase County, Kansas,2665,12.120075046904315
Stevens County, Kansas,5741,16.547639784009753
Washington County, Kansas,5572,9.3862167982771
Wichita County, Kansas,2157,4.3579044969865555
Chautauqua County, Kansas,3425,14.043795620437956
Morton County, Kansas,2931,7.744796997611736
Norton County, Kansas,5527,9.842590917314999
Reno County, Kansas,63360,13.368055555555555
Barton County, Kansas,27067,15.347101636679351
Cloud County, Kansas,9191,11.326297464911326
Doniphan County, Kansas,7790,12.51604621309371
Edwards County, Kansas,2946,9.80991174473863
Haskell County, Kansas,4081,13.158539573633913
Lane County, Kansas,1702,10.63454759106933
Rush County, Kansas,3119,6.5405578711125365
Scott County, Kansas,4981,4.216020879341498
Marion County, Kansas,12087,10.019028708529826
Neosho County, Kansas,16209,20.70454685668456
Brown County, Kansas,9736,13.095727198027937
Ottawa County, Kansas,5957,9.518213866039954
Phillips County, Kansas,5446,7.932427469702534
Riley County, Kansas,75696,19.170101458465442
Barber County, Kansas,4905,15.739041794087665
Decatur County, Kansas,2891,16.949152542372882
Dickinson County, Kansas,19162,11.392339004279302
Jefferson County, Kansas,18856,8.145948239287229
Harrison County, Kentucky,18630,16.060118089103597
Butler County, Kentucky,12735,21.444837063211622
Trimble County, Kentucky,8697,14.970679544670576
Edmonson County, Kentucky,12063,19.787780817375445
Hickman County, Kentucky,4625,14.227027027027027
Bracken County, Kentucky,8330,21.18847539015606
Lyon County, Kentucky,8268,11.695694242864054
Nelson County, Kentucky,45131,11.311515366377877
Wayne County, Kentucky,20692,22.83007925768413
Lewis County, Kentucky,13565,25.705860670844086
Marion County, Kentucky,19335,17.61572278251875
Trigg County, Kentucky,14286,15.490690186196277
Woodford County, Kentucky,25817,14.254173606538327
Boone County, Kentucky,127682,7.495966541877477
Leslie County, Kentucky,10648,33.54620586025545
Jessamine County, Kentucky,51667,17.316662473145335
Knox County, Kentucky,31424,33.678080448065174
Lawrence County, Kentucky,15844,24.22999242615501
Letcher County, Kentucky,23011,30.185563426187475
Livingston County, Kentucky,9288,16.020671834625322
McCracken County, Kentucky,65285,16.63628704909244
Pike County, Kentucky,61586,25.910109440457248
Shelby County, Kentucky,45831,12.059523030263358
Whitley County, Kentucky,36027,23.784939073472675
Anderson County, Kentucky,22017,11.886269700685833
Breckinridge County, Kentucky,19991,17.33780201090491
Floyd County, Kentucky,37447,30.186663818196383
Franklin County, Kentucky,49969,12.585803197982749
Kenton County, Kentucky,163987,12.695518547201912
McCreary County, Kentucky,17748,37.345052963714224
Madison County, Kentucky,88376,18.085226758395944
Magoffin County, Kentucky,12783,28.18587186106548
Metcalfe County, Kentucky,9990,22.772772772772772
Owsley County, Kentucky,4497,32.265955081165224
Rowan County, Kentucky,24392,23.310921613643817
Simpson County, Kentucky,17881,16.9341759409429
Taylor County, Kentucky,25406,22.014484767377784
Clark County, Kentucky,35757,14.727186285202897
Todd County, Kentucky,12377,19.697826613880586
Carlisle County, Kentucky,4890,17.05521472392638
Carroll County, Kentucky,10695,26.582515194015894
Clinton County, Kentucky,10208,19.74921630094044
Estill County, Kentucky,14382,30.100125156445557
Gallatin County, Kentucky,8652,13.072122052704577
Garrard County, Kentucky,17226,18.025078369905955
Greenup County, Kentucky,36012,16.233477729645674
Fleming County, Kentucky,14515,19.43506717189115
Campbell County, Kentucky,91804,13.660624809376499
Carter County, Kentucky,27385,20.854482380865438
Elliott County, Kentucky,7533,28.461436346741007
Grant County, Kentucky,24800,20.971774193548388
Jefferson County, Kentucky,764378,14.688413324297665
Larue County, Kentucky,14102,15.295702737200397
Logan County, Kentucky,26847,17.17137855253846
Mason County, Kentucky,17167,17.53946525310188
Mercer County, Kentucky,21378,16.493591542707456
Pendleton County, Kentucky,14530,14.886441844459739
Robertson County, Kentucky,2161,29.52336881073577
Russell County, Kentucky,17731,24.92245220235745
Spencer County, Kentucky,18012,8.63868532089718
Washington County, Kentucky,11999,16.543045253771147
Bath County, Kentucky,12189,23.693494134055296
Ballard County, Kentucky,8152,17.6153091265947
Barren County, Kentucky,43418,22.35017734580128
Boyle County, Kentucky,29773,13.905216135424714
Green County, Kentucky,11044,18.725099601593627
Hancock County, Kentucky,8700,15.551724137931034
Harlan County, Kentucky,27548,34.721213881225495
Martin County, Kentucky,12175,26.20123203285421
Hardin County, Kentucky,107699,13.786571834464572
Lincoln County, Kentucky,24413,23.34411993609962
McLean County, Kentucky,9361,18.98301463518855
Monroe County, Kentucky,10645,23.193987787693754
Ohio County, Kentucky,24062,20.87523896600449
Powell County, Kentucky,12349,23.281237347153617
Union County, Kentucky,14915,22.299698290311767
Webster County, Kentucky,13180,20.781487101669196
Caldwell County, Kentucky,12747,17.36879265709579
Calloway County, Kentucky,38616,20.224777294385746
Casey County, Kentucky,15805,25.947484973109777
Christian County, Kentucky,72438,17.927054860708466
Daviess County, Kentucky,99258,15.359970984706523
Grayson County, Kentucky,26129,25.35496957403651
Henderson County, Kentucky,46252,18.851076710196317
Henry County, Kentucky,15677,18.020029342348664
Hopkins County, Kentucky,45985,16.718495161465697
Jackson County, Kentucky,13369,32.657640810831026
Laurel County, Kentucky,59901,24.17154972371079
Marshall County, Kentucky,31177,10.539821021907175
Meade County, Kentucky,28452,12.927035006326445
Montgomery County, Kentucky,27550,22.64246823956443
Nicholas County, Kentucky,7061,27.177453618467638
Oldham County, Kentucky,64633,5.279037024430244
Owen County, Kentucky,10686,16.413999625678457
Rockcastle County, Kentucky,16815,20.600654177817425
Scott County, Kentucky,52322,11.155919116241733
Warren County, Kentucky,123824,16.915137614678898
Allen County, Kentucky,20628,19.720767888307154
Bourbon County, Kentucky,20017,16.32612279562372
Boyd County, Kentucky,48486,18.44037454110465
Bullitt County, Kentucky,78622,10.11421739462237
Crittenden County, Kentucky,9154,17.216517369455975
Fayette County, Kentucky,315109,17.784004899891784
Fulton County, Kentucky,6259,23.550087873462214
Johnson County, Kentucky,23064,23.582206035379812
Knott County, Kentucky,15690,31.064372211599746
Menifee County, Kentucky,6381,19.714778247923523
Morgan County, Kentucky,13281,22.219712371056396
Muhlenberg County, Kentucky,31153,19.949924565852406
Perry County, Kentucky,27329,25.313769256101576
Pulaski County, Kentucky,63974,24.8116422296558
Wolfe County, Kentucky,7251,36.215694386981106
Clay County, Kentucky,20866,36.45164382248634
Adair County, Kentucky,19304,19.995855781185245
Bell County, Kentucky,27469,36.710473624813424
Breathitt County, Kentucky,13276,35.23651702319976
Cumberland County, Kentucky,6744,20.388493475682086
Graves County, Kentucky,37259,18.88134410478005
Hart County, Kentucky,18531,22.724083967405967
Lee County, Kentucky,6717,29.59654607711776
Hancock County, Maine,54468,11.267166042446942
Oxford County, Maine,57230,15.006115673597764
Lincoln County, Maine,34021,11.560506745833456
Waldo County, Maine,39280,13.989307535641547
Penobscot County, Maine,152284,15.181502981271834
Piscataquis County, Maine,16960,18.35495283018868
Androscoggin County, Maine,107317,13.893418563694475
Aroostook County, Maine,68840,16.956711214410227
Washington County, Maine,31822,17.594745773364338
Cumberland County, Maine,289173,10.368879528863344
Knox County, Maine,39700,11.256926952141058
Sagadahoc County, Maine,35149,11.243563117016132
York County, Maine,201454,8.339869151270266
Kennebec County, Maine,121289,13.705282424622183
Franklin County, Maine,30177,11.86333962951917
Somerset County, Maine,50994,17.50794211083657
Vermilion Parish, Louisiana,59841,17.574906836449927
St. Charles Parish, Louisiana,52728,12.018282506448188
Lafourche Parish, Louisiana,98112,15.59340345727332
Concordia Parish, Louisiana,20211,27.999604175943794
Tensas Parish, Louisiana,4771,37.89561936700901
West Feliciana Parish, Louisiana,15376,9.781477627471384
Jefferson Davis Parish, Louisiana,31405,19.184843177837923
St. James Parish, Louisiana,21485,15.434023737491273
Grant Parish, Louisiana,22305,17.094821788836583
Jefferson Parish, Louisiana,437038,16.177540625757942
Beauregard Parish, Louisiana,36598,17.06650636646811
Bienville Parish, Louisiana,13806,24.692162827756047
Bossier Parish, Louisiana,125698,15.918312144982417
Cameron Parish, Louisiana,6806,8.668821627975316
East Feliciana Parish, Louisiana,19553,14.97468419168414
St. John the Baptist Parish, Louisiana,43565,17.543899919660277
Plaquemines Parish, Louisiana,23394,18.966401641446524
Ouachita Parish, Louisiana,156433,23.30071020820415
Rapides Parish, Louisiana,132080,19.012719563900667
Washington Parish, Louisiana,46449,25.143706000129175
St. Landry Parish, Louisiana,83580,27.449150514477147
Tangipahoa Parish, Louisiana,128850,21.23011253395421
Acadia Parish, Louisiana,62607,21.077515293816987
St. Mary Parish, Louisiana,52578,19.10685077408802
West Carroll Parish, Louisiana,11274,20.791200993436224
